iteration,execution_time_ms
1,8314.213299949188
2,8861.776400008239
3,8273.211599967908
4,8278.809600044042
5,8426.752899948042
6,8137.501900026109
7,8573.410800017882
8,8638.337799988221
9,8845.300899993163
10,8805.250800040085
11,8540.252099977806
12,8766.186900029425
13,8642.851699958555
14,8452.584800019395
15,5156.735199969262
16,5293.972100014798
17,6758.878999971785
18,8856.982800003607
19,9252.361299993936
20,9008.722799946554
21,8611.09399999259
22,8651.849599962588
23,8726.760099991225
24,8362.134199996945
25,8750.770199985709
26,8522.405299998354
27,8274.901799974032
28,8490.850400005002
29,8627.209700003732
30,8424.293999967631
