iteration,execution_time_ms
1,466.60039998823777
2,453.8234999636188
3,449.8850000090897
4,448.5444000456482
5,441.84330001007766
6,460.6896000332199
7,432.3296999791637
8,458.20310001727194
9,677.1529000252485
10,419.0665999776684
11,482.6230000471696
12,441.2616000045091
13,449.1761999670416
14,484.23750000074506
15,480.13319994788617
16,472.9540999978781
17,521.5654000057839
18,481.6596999880858
19,406.38439997565
20,518.0752000305802
21,471.606100036297
22,476.07109998352826
23,437.6894000452012
24,503.03730001905933
25,440.2189999818802
26,470.49699997296557
27,474.62230001110584
28,488.535700016655
29,410.89040000224486
30,500.11590000940487
31,459.19989998219535
