iteration,execution_time_ms
1,8626.025300007313
2,8389.67149995733
3,8517.653900024015
4,8279.992499970831
5,8595.693100010976
6,8585.763800016139
7,8405.96960001858
8,8745.331300015096
9,9125.881500018295
10,8650.456300005317
11,9188.196500006597
12,8180.396000039764
13,8226.479600009043
14,8331.232300028205
15,8446.79710001219
16,8288.47189998487
17,8136.097699985839
18,8325.20389999263
19,8113.001500023529
20,8215.633300016634
21,8252.724899968598
22,8104.907600034494
23,9055.27340003755
24,8666.450199962128
25,8694.941800029483
26,8943.14399996074
27,8719.060199975502
28,8492.484399990644
29,8661.912899988238
30,8439.881899976172
31,8732.027399993967
