iteration,execution_time_ms
1,12394.234657287598
2,5031.310319900513
3,5099.971771240234
4,5041.437387466431
5,5025.133848190308
6,4979.750156402588
7,5031.99315071106
8,4989.060163497925
9,5012.241363525391
10,4971.902847290039
11,4922.865629196167
12,4997.861385345459
13,4983.7517738342285
14,5136.605501174927
15,5128.4019947052
16,5108.401775360107
17,5063.9166831970215
18,5022.058486938477
19,5040.226459503174
20,5006.168365478516
21,5009.3934535980225
22,4974.2608070373535
23,5039.037227630615
24,4964.179515838623
25,5071.176052093506
26,4966.935873031616
27,5275.077342987061
28,5248.585224151611
29,5089.935541152954
30,5024.93691444397
31,4968.745470046997
