iteration,execution_time_ms
1,5626.011900021695
2,5501.9102999940515
3,5231.23229999328
4,5248.36220004363
5,5300.59869994875
6,8134.270199981984
7,7880.72730001295
8,8015.544200025033
9,8015.499299974181
10,8022.9227999807335
11,8254.022800014354
12,8202.474799996708
13,8562.538700003643
14,8219.3918999983
15,7866.950600000564
16,7774.249699956272
17,8150.116299977526
18,8252.018900006078
19,8347.537799971178
20,8534.605500055477
21,6829.058700008318
22,8750.815799983684
23,8582.516599970404
24,8424.174699990544
25,8602.133099979255
26,8291.749800031539
27,8401.857499964535
28,8322.465299977921
29,7827.862900041509
30,7988.613899971824
31,8731.694800022524
