iteration,execution_time_ms
1,620.8758354187012
2,617.0625686645508
3,604.2497158050537
4,630.479097366333
5,603.2531261444092
6,614.2990589141846
7,616.3194179534912
8,609.3437671661377
9,614.8276329040527
10,622.4863529205322
11,614.1958236694336
12,653.5990238189697
13,609.8020076751709
14,608.048677444458
15,607.0611476898193
16,607.3513031005859
17,602.7884483337402
18,609.0438365936279
19,610.9857559204102
20,644.0107822418213
21,613.8749122619629
22,1117.6588535308838
23,936.5131855010986
24,1102.973222732544
25,958.5492610931396
26,866.0378456115723
27,918.2145595550537
28,898.7581729888916
29,906.4109325408936
30,836.7576599121094
