iteration,execution_time_ms
1,8317.751399998087
2,8162.705199967604
3,8289.091799990274
4,8373.625300009735
5,8494.417399982922
6,8572.54429999739
7,9199.284099973738
8,8605.353999999352
9,8779.335799976252
10,8873.83100000443
11,8792.347100039478
12,8565.35539997276
13,8504.324799985625
14,8204.762600013055
15,5273.4941999660805
16,5210.672500019427
17,5378.767999995034
18,5126.208500005305
19,5579.956499976106
20,5216.595500009134
21,5506.908799987286
22,5276.948900020216
23,5531.2535999692045
24,5798.159300000407
25,5372.998999955598
26,5400.164799997583
27,5281.323099974543
28,5380.489500006661
29,5370.531199965626
30,5450.297600007616
