iteration,execution_time_ms
1,36271.43770002294
2,35846.77299996838
3,36294.111700030044
4,36696.23729999876
5,37274.84309999272
6,36334.60099995136
7,34860.10260001058
8,36404.962299973704
9,36468.89530000044
10,37139.165200002026
11,35734.99069997342
12,36518.118700012565
13,35944.046300021
14,35679.7571000061
15,35916.28980002133
16,36665.70459998911
17,36980.16020003706
18,37561.24000001
19,35981.781199981924
20,34905.50189994974
21,36441.167399985716
22,36999.553800036665
23,36410.51030001836
24,36109.591700020246
25,36631.440500030294
26,36841.000900021754
27,36510.74190001236
28,36798.15270000836
29,38444.6860999451
30,37051.903299987316
31,36862.49269999098
