iteration,execution_time_ms
1,9632.024600054137
2,9800.467599998228
3,9738.217600039206
4,9819.057199987583
5,9666.998600005172
6,9715.988199983258
7,9671.346600051038
8,9694.19690000359
9,9699.510900012683
10,9645.43330000015
11,9698.059100017417
12,9690.43870002497
13,9658.353400009219
14,9719.861899968237
15,9773.211800027639
16,9746.34439998772
17,9744.88079996081
18,9828.661900013685
19,9603.66519994568
20,9739.49890001677
21,9692.051400023047
22,9703.94330000272
23,9652.432600036263
24,9745.433699979912
25,9655.470400000922
26,9732.701600005385
27,9672.085700032767
28,9810.001599951647
29,9752.456400019582
30,9556.609599967487
