iteration,execution_time_ms
1,26327.863693237305
2,11220.070362091064
3,11689.229726791382
4,11683.875560760498
5,11741.130590438843
6,11402.870893478394
7,11470.30782699585
8,11216.259956359863
9,11289.120197296143
10,11556.559085845947
11,11627.269268035889
12,11385.863065719604
13,11284.343242645264
14,11663.67244720459
15,12010.112762451172
16,12064.148664474487
17,11884.023666381836
18,11881.820440292358
19,11519.865274429321
20,11515.915155410767
21,11703.904390335083
22,11564.69750404358
23,11431.486368179321
24,11535.012483596802
25,12035.419940948486
26,11850.978374481201
27,11419.612646102905
28,11507.2021484375
29,11517.800569534302
30,11563.122034072876
31,11727.07724571228
