iteration,execution_time_ms
1,394727.16930002207
2,403646.26199996565
3,393310.49679999705
4,411447.6322000264
5,397442.0080999844
6,392704.65889998013
7,401338.65350001724
8,418760.6067999732
9,396851.1970999534
10,399056.0762999812
11,400352.237300016
12,371656.50879999157
13,387850.9322000318
14,416938.4923000471
15,388141.0577999777
16,423193.6526999925
17,392870.5016000313
18,385612.2524999664
19,395842.43840002455
20,389322.44089996675
21,396993.0740999989
22,402428.29780001193
23,379498.75950004207
24,408710.2761999704
25,374680.164600024
26,375991.7514999979
27,417839.62680003606
28,415019.9863000307
29,411318.21440003114
30,409163.31980004907
31,389943.07229999686
