iteration,execution_time_ms
1,11440.618753433228
2,11660.301685333252
3,11619.028329849243
4,11523.67377281189
5,12113.391160964966
6,11587.844371795654
7,11324.260711669922
8,11365.246295928955
9,11485.663652420044
10,11872.399091720581
11,11626.731872558594
12,11425.545930862427
13,11436.861515045166
14,11806.278944015503
15,11506.503105163574
16,11455.521583557129
17,11393.59450340271
18,11596.564054489136
19,11517.838716506958
20,11651.3991355896
21,12164.286375045776
22,11855.45015335083
23,11796.732187271118
24,11749.17721748352
25,11587.97812461853
26,11716.776371002197
27,11421.022176742554
28,11752.11501121521
29,11721.043825149536
30,11362.755060195923
