iteration,execution_time_ms
1,9860.591900011059
2,9767.889700015076
3,9719.372499966994
4,9696.976100036409
5,9629.766199970618
6,9754.455499991309
7,9793.087000027299
8,9818.744999996852
9,9602.248100040015
10,9726.473100017756
11,9592.615599976853
12,9928.41730004875
13,9692.54949997412
14,9638.61550000729
15,9926.872700045351
16,9683.151000004727
17,9818.704799981788
18,9594.117000000551
19,9613.105299999006
20,9610.668800014537
21,9629.679900011979
22,9604.651700006798
23,9641.356399981305
24,9620.424500026274
25,9622.353099985048
26,9636.664999998175
27,9679.743300017435
28,9811.910399992485
29,9698.327000020072
30,9661.507699987851
31,9883.478900010232
