iteration,execution_time_ms
1,1803.8876056671143
2,1201.263189315796
3,1161.6969108581543
4,1164.5944118499756
5,1141.5746212005615
6,1157.1509838104248
7,1182.361364364624
8,1188.9781951904297
9,1181.072473526001
10,1167.7310466766357
11,1165.632724761963
12,1190.2296543121338
13,1198.0793476104736
14,1171.565294265747
15,1146.7411518096924
16,1175.5187511444092
17,1160.5942249298096
18,1170.0880527496338
19,1194.60129737854
20,1173.4862327575684
21,1147.7391719818115
22,1143.1884765625
23,1171.6859340667725
24,1176.2948036193848
25,1203.1481266021729
26,1149.8289108276367
27,1178.924798965454
28,1151.1073112487793
29,1137.4237537384033
30,1169.04616355896
31,1182.6488971710205
