iteration,execution_time_ms
1,37529.915099963546
2,35640.16910002101
3,35615.703999996185
4,35783.4034000407
5,35806.61070003407
6,36260.89279999724
7,36616.63699999917
8,36909.87530001439
9,35947.75530003244
10,36267.82180002192
11,37066.949100000784
12,36936.88019999536
13,37567.49670003774
14,36924.507099960465
15,36027.80029998394
16,35680.37409998942
17,37680.541199981235
18,36012.387400027364
19,36827.41369999712
20,36238.00819995813
21,36503.937700006645
22,35968.25430000899
23,36799.86780002946
24,37096.30180004751
25,36335.47550003277
26,37172.111799998675
27,37425.86590000428
28,35535.2274000179
29,35376.082300033886
30,36338.62259995658
