iteration,execution_time_ms
1,4657.485008239746
2,4592.96727180481
3,4596.69041633606
4,4672.155857086182
5,4575.026988983154
6,4644.940614700317
7,4702.812433242798
8,4772.5629806518555
9,4607.460260391235
10,4676.253795623779
11,4570.054054260254
12,4679.4445514678955
13,4684.1161251068115
14,4587.403059005737
15,4679.07190322876
16,4688.40765953064
17,4617.172956466675
18,4663.864612579346
19,4679.803848266602
20,4800.6134033203125
21,4553.842067718506
22,4713.832855224609
23,4698.784589767456
24,4601.85170173645
25,4652.876615524292
26,4623.770475387573
27,4625.713109970093
28,4551.867723464966
29,4737.814903259277
30,4593.195676803589
