iteration,execution_time_ms
1,9698.816999967676
2,9692.93059996562
3,9697.100199991837
4,9703.118600009475
5,9828.083100030199
6,9713.46260001883
7,9716.16189996712
8,9602.819499967154
9,9859.92310004076
10,9507.25839997176
11,9854.036399978213
12,9673.37239999324
13,9696.392499958165
14,9703.150200017262
15,9688.558700028807
16,9650.786900019739
17,9706.25960000325
18,9764.482200029306
19,9592.445800022688
20,9676.610200025607
21,9653.894599992782
22,9731.281500018667
23,9701.792799984105
24,9878.133299993351
25,9913.616199977696
26,9566.483600006904
27,9705.088699993212
28,9706.035300041549
29,9712.399900017772
30,9787.300000025425
