iteration,execution_time_ms
1,1158.6806774139404
2,1147.6776599884033
3,1155.5943489074707
4,1161.1785888671875
5,1145.6823348999023
6,1193.2289600372314
7,1166.759967803955
8,1156.7323207855225
9,1156.7964553833008
10,1158.6730480194092
11,1186.1979961395264
12,1194.9355602264404
13,1182.9636096954346
14,1187.7648830413818
15,1188.7576580047607
16,1164.1826629638672
17,1175.7152080535889
18,1201.704502105713
19,1173.3884811401367
20,1163.377046585083
21,1181.5884113311768
22,1172.2264289855957
23,1150.4347324371338
24,1184.6046447753906
25,1160.1753234863281
26,1156.0227870941162
27,1165.273666381836
28,1168.5121059417725
29,1169.694423675537
30,1190.8910274505615
