iteration,execution_time_ms
1,956.0192999779247
2,909.3820999842137
3,949.3799999472685
4,849.745100014843
5,931.0515000252053
6,956.5336999949068
7,936.4571000332944
8,941.9213000219315
9,922.8356000385247
10,925.5971999955364
11,829.0897000115365
12,876.9492999999784
13,836.8430000264198
14,805.7504000025801
15,917.9224000545219
16,901.5545000438578
17,853.9077000459656
18,920.7977000041865
19,929.0774000110105
20,930.6402999791317
21,955.1244999747723
22,918.816199991852
23,938.6191999656148
24,812.6064999960363
25,883.8612000108697
26,977.5859000510536
27,911.238599976059
28,937.5288999872282
29,840.3335000039078
30,788.7519000214525
