iteration,execution_time_ms
1,405037.2310000239
2,408447.65689998167
3,422038.7103999965
4,412788.535700005
5,404023.08519999497
6,406991.41120002605
7,399704.7449000529
8,423664.3057000474
9,398469.65949999867
10,386119.3298000144
11,415276.7088999972
12,412616.8292000075
13,407487.0170999784
14,389670.115200046
15,410309.2565999832
16,394246.0373000358
17,399703.0725000077
18,416491.11179995816
19,420941.58619997324
20,443035.5089000077
21,436394.87389998976
22,428767.2225999995
23,413680.4736999911
24,407237.9336999729
25,393001.2229999993
26,417844.63080001296
27,415063.30059998436
28,387162.44400001597
29,419955.1910000155
30,395493.8384999987
