iteration,execution_time_ms
1,2357.2103999904357
2,2485.866500006523
3,2395.3168999869376
4,2474.5412000338547
5,2408.3204999915324
6,2478.403699991759
7,2458.1605999846943
8,2404.4733000337146
9,2492.220099957194
10,2396.6583000146784
11,2441.2217999924906
12,2428.989599982742
13,2416.7686000000685
14,2453.47289997153
15,2409.6865999745205
16,2447.0931999967434
17,2464.200099988375
18,2407.048199966084
19,2473.847899993416
20,2378.9806000422686
21,2446.735200006515
22,2508.8500999845564
23,2393.134000012651
24,2458.43599998625
25,2417.662299994845
26,2459.758499986492
27,2457.386000023689
28,2406.341499998234
29,2437.03239999013
30,2409.3933000112884
31,2463.9685999718495
