iteration,execution_time_ms
1,2551.7045999877155
2,2612.5836000428535
3,2519.0721999970265
4,2554.7161000431515
5,2486.074300017208
6,2546.3707000017166
7,2631.279999972321
8,2538.8471000478603
9,2563.1372000207193
10,2473.0407999595627
11,2522.4986999528483
12,2629.2738000047393
13,2560.007099993527
14,2552.388299955055
15,2468.018800020218
16,2546.698199992534
17,2613.2297000149265
18,2536.911199975293
19,2555.844300019089
20,2482.182699954137
21,2527.816400048323
22,2647.307700011879
23,2593.615699966904
24,2481.3243000535294
25,2600.8112000417896
26,2578.2194000203162
27,2607.1195999975316
28,2487.1387999737635
29,2540.5178999644704
30,2615.085600002203
