iteration,execution_time_ms
1,2141.8250999995507
2,2100.6975999916904
3,1853.6827000207268
4,1960.4853999917395
5,1794.969500042498
6,2198.04980000481
7,2040.254299994558
8,1999.239899974782
9,2056.5401999629103
10,1975.0577999511734
11,2012.709700036794
12,1809.9783000070602
13,2172.3230999778025
14,1892.3194999806583
15,2075.3957999986596
16,2167.9959000321105
17,2118.227999948431
18,1986.4182000164874
19,2080.2686999668367
20,2008.1087999860756
21,2037.1976000024006
22,2014.6291999844834
23,2108.046400011517
24,2034.842099994421
25,2134.8094000131823
26,2018.365600029938
27,1829.7614000039175
28,1840.7826999900863
29,2002.3788000107743
30,2003.1193000031635
