iteration,execution_time_ms
1,1111.8980000028387
2,971.4978999691084
3,1073.8011000212282
4,1078.5227000014856
5,1140.655199997127
6,1048.0104999733157
7,1011.115700006485
8,1079.7128999838606
9,1166.0746000125073
10,1174.6643999940716
11,1149.933599983342
12,1096.1063000140712
13,1141.3011000258848
14,1174.452300008852
15,974.3080000043847
16,1168.64779999014
17,1158.6125000030734
18,1151.2132000061683
19,1135.1190999848768
20,1054.0188999730162
21,1152.8326999978162
22,1033.0365999834612
23,1079.3763999827206
24,1135.4824000154622
25,1133.2357000210322
26,1016.1939999670722
27,1054.3510999996215
28,1029.8948000418022
29,1171.4673999813385
30,989.9689000449143
