iteration,execution_time_ms
1,5618.672847747803
2,2474.0004539489746
3,2422.475576400757
4,2421.579360961914
5,2428.3061027526855
6,2528.5308361053467
7,2458.23073387146
8,2417.9210662841797
9,2437.4935626983643
10,2476.6104221343994
11,2390.8231258392334
12,2438.0366802215576
13,2439.6185874938965
14,2382.4663162231445
15,2407.8614711761475
16,2490.2613162994385
17,2433.734893798828
18,2412.6181602478027
19,2472.3687171936035
20,2441.0011768341064
21,2453.0346393585205
22,2404.0446281433105
23,2473.9530086517334
24,2513.8370990753174
25,2409.7509384155273
26,2451.502799987793
27,2438.8318061828613
28,2431.141138076782
29,2500.234842300415
30,2521.5439796447754
31,2441.63179397583
