iteration,execution_time_ms
1,2480.345199990552
2,2415.3565999586135
3,2458.7732999934815
4,2458.477700012736
5,2514.4657000200823
6,2461.4241999806836
7,2427.334100008011
8,2531.5464999875985
9,2450.564900005702
10,2557.2837999789044
11,2397.8623000439256
12,2498.3907000278123
13,2463.8409999897704
14,2385.634999955073
15,2478.953299985733
16,2414.1029000165872
17,2468.2999000069685
18,2402.8488000039943
19,2477.2714999853633
20,2481.488499965053
21,2417.8062999853864
22,2436.978799989447
23,2436.0183000098914
24,2412.1705000288785
25,2481.7696000100113
26,2465.08419996826
27,2444.6422000182793
28,2482.5779999955557
29,2409.2154999962077
30,2484.5956999924965
