iteration,execution_time_ms
1,47.55878448486328
2,47.820329666137695
3,47.17612266540527
4,48.40898513793945
5,48.02250862121582
6,50.26531219482422
7,48.021554946899414
8,46.776771545410156
9,47.58167266845703
10,49.93796348571777
11,47.46818542480469
12,48.72298240661621
13,47.171831130981445
14,46.43440246582031
15,50.78721046447754
16,49.94058609008789
17,46.75793647766113
18,49.87621307373047
19,49.95989799499512
20,46.40555381774902
21,48.2633113861084
22,46.4169979095459
23,50.0948429107666
24,46.80585861206055
25,47.85799980163574
26,46.501874923706055
27,46.65851593017578
28,47.678470611572266
29,50.858259201049805
30,48.918724060058594
