iteration,execution_time_ms
1,11001.442500040866
2,11216.447999991942
3,10531.195200048387
4,11533.648099983111
5,11060.051599983126
6,11535.243799968157
7,11201.728000014555
8,11588.708999974187
9,11413.261099951342
10,11425.652000005357
11,11727.39289997844
12,11261.929399974179
13,11398.413299990352
14,11315.249699982814
15,11454.470900003798
16,11558.87080001412
17,11507.067699974868
18,11243.86330001289
19,11404.363600013312
20,11141.464900050778
21,10984.09589997027
22,11286.486400000285
23,11507.88620003732
24,10968.322800006717
25,11245.252900000196
26,11971.12240002025
27,11552.455500001088
28,11566.479400033131
29,11340.226800006349
30,11132.589699991513
31,11808.406600030139
