iteration,execution_time_ms
1,2425.3095999592915
2,2413.9811000204645
3,2441.8410999933258
4,2470.115899981465
5,2391.698900028132
6,2470.9804000449367
7,2380.972400016617
8,2453.722399950493
9,2429.029899998568
10,2484.475500008557
11,2472.8049999685027
12,2405.78099997947
13,2452.163699956145
14,2430.470699968282
15,2504.4987000292167
16,2384.0334999840707
17,2487.7763999975286
18,2456.4162000315264
19,2414.638800022658
20,2467.5113999983296
21,2423.5654000076465
22,2437.1057000244036
23,2405.4400000022724
24,2501.5941000310704
25,2477.948700019624
26,2425.8280000067316
27,2355.921300011687
28,2508.1752999685705
29,2479.3561000260524
30,2420.862600032706
31,2452.2658999776468
