iteration,execution_time_ms
1,2415.7606000080705
2,2468.862399982754
3,2460.785599949304
4,2387.797400006093
5,2429.833800008055
6,2355.4807999753393
7,2444.084099959582
8,2466.727900027763
9,2422.651200031396
10,2449.726400023792
11,2400.6033999612555
12,2473.995800013654
13,2420.039499993436
14,2454.4264000141993
15,2487.4822000274435
16,2418.982000031974
17,2462.791299971286
18,2432.182200020179
19,2500.054400006775
20,2409.981400007382
21,2474.3671999895014
22,2445.11849997798
23,2386.3850999623537
24,2468.6874999897555
25,2401.252100011334
26,2391.7447999701835
27,2481.538599997293
28,2471.267299959436
29,2378.8089000154287
30,2476.672399963718
