iteration,execution_time_ms
1,6295.493300014641
2,6165.586699964479
3,6329.913299996406
4,6401.717800006736
5,6008.905499998946
6,6260.672500007786
7,5927.287800004706
8,6208.050200017169
9,6319.5138000301085
10,6213.279099960346
11,6341.121800011024
12,6073.532800015528
13,6252.419299969915
14,5979.586499975994
15,6191.101000003982
16,6075.370100035798
17,6169.461600016803
18,6176.722600008361
19,6280.5666999774985
20,6178.4125000122
21,6216.12479997566
22,5975.624300015625
23,6042.800900002476
24,6253.794799966272
25,6111.189200018998
26,5951.450499997009
27,6104.303500032984
28,6294.403499981854
29,6120.964300003834
30,6437.603499973193
