iteration,execution_time_ms
1,17762.59100000607
2,18221.715299994685
3,17980.66950001521
4,18281.055799976457
5,18108.4991999669
6,18250.78190001659
7,17956.895099952817
8,17771.074099990074
9,17445.54009998683
10,17721.069999970496
11,18574.1383000277
12,18225.573900039308
13,18341.21529996628
14,17842.110700032208
15,17997.345700045116
16,18313.502999953926
17,17996.83959997492
18,17834.734299976844
19,18136.42339996295
20,17653.18770002341
21,17408.91030000057
22,17566.6285000043
23,17199.046000023372
24,17859.702899993863
25,18432.82950000139
26,18169.743300008122
27,18501.202499959618
28,18277.986600005534
29,18306.31389998598
30,18391.845699981786
31,18188.61479999032
