iteration,execution_time_ms
1,50.97842216491699
2,47.66130447387695
3,46.4327335357666
4,47.28531837463379
5,45.74775695800781
6,48.082828521728516
7,49.85404014587402
8,49.44133758544922
9,48.49410057067871
10,49.878835678100586
11,50.049543380737305
12,46.228647232055664
13,47.531843185424805
14,49.44944381713867
15,45.81451416015625
16,49.219608306884766
17,51.20396614074707
18,49.29780960083008
19,47.53565788269043
20,48.011064529418945
21,45.7608699798584
22,49.27825927734375
23,46.399831771850586
24,49.3772029876709
25,46.97728157043457
26,50.47750473022461
27,46.15354537963867
28,47.89018630981445
29,49.774169921875
30,50.13751983642578
31,48.621177673339844
