iteration,execution_time_ms
1,8152.961254119873
2,8355.643510818481
3,8037.929534912109
4,7972.997426986694
5,8049.275159835815
6,8172.949552536011
7,8063.7359619140625
8,8219.51937675476
9,8587.671756744385
10,8232.154369354248
11,8100.178241729736
12,8028.625011444092
13,8196.000099182129
14,8184.032917022705
15,8094.990491867065
16,8152.304649353027
17,8298.087358474731
18,8139.491558074951
19,8050.75216293335
20,8230.552911758423
21,8439.525604248047
22,8266.671180725098
23,8266.33334159851
24,8504.342079162598
25,8281.02707862854
26,8341.740608215332
27,8341.376543045044
28,8453.696250915527
29,8314.19825553894
30,8409.112691879272
