iteration,execution_time_ms
1,7568.854100012686
2,7323.777000012342
3,7399.206199974287
4,7238.950999977533
5,7390.698000031989
6,7245.128499984276
7,7315.295699983835
8,7431.980299996212
9,7320.88150002528
10,7289.455600024667
11,7380.381099996157
12,7305.5537000182085
13,7331.0696999542415
14,7316.156500019133
15,7369.495899998583
16,7255.942099960521
17,7309.565800009295
18,7228.804400016088
19,7315.893599996343
20,7337.375300005078
21,7333.607899956405
22,7297.561299987137
23,7314.884099992923
24,7305.77059998177
25,7314.342300000135
26,7340.868300001603
27,7355.305799981579
28,7379.057499987539
29,7267.322500003502
30,7294.358399987686
31,7253.18330002483
