iteration,execution_time_ms
1,708.6331000318751
2,671.7746999929659
3,656.3276000088081
4,685.3599000023678
5,612.379600002896
6,584.7079000086524
7,692.2145999851637
8,715.8612000057474
9,745.2932000160217
10,653.6978000076488
11,688.8689000043087
12,687.6537000061944
13,798.0167999630794
14,699.5175000047311
15,789.060499984771
16,687.363600009121
17,740.1865000138059
18,723.4511999995448
19,781.2439000117593
20,708.745000010822
21,706.4892000053078
22,769.2977999686264
23,772.4768999614753
24,730.5398000171408
25,719.9085000320338
26,725.8759000105783
27,733.8243999984115
28,671.3527999818325
29,716.7007999960333
30,650.746600003913
31,748.2137999613769
