iteration,execution_time_ms
1,7616.579099965747
2,7455.254899978172
3,7574.085799977183
4,7616.482499986887
5,7535.940100031439
6,7672.042399994098
7,7649.812699994072
8,7629.328700015321
9,7539.157100021839
10,7628.833800030407
11,7606.1420000041835
12,7603.305800003
13,7625.145199999679
14,7651.697500026785
15,7526.914299989585
16,7633.096400008071
17,7654.603600036353
18,7638.11350002652
19,7581.501799984835
20,7638.015600037761
21,7439.2121999990195
22,7588.524799968582
23,7683.451100019738
24,7587.981799966656
25,7649.0446999669075
26,7703.88060004916
27,7556.6188000375405
28,7665.7924999599345
29,7638.6244999594055
30,7591.452299966477
