iteration,execution_time_ms
1,1108.9739799499512
2,915.6167507171631
3,908.4587097167969
4,892.4694061279297
5,884.7918510437012
6,933.7193965911865
7,905.437707901001
8,905.5769443511963
9,882.493257522583
10,886.765718460083
11,888.1995677947998
12,885.9364986419678
13,886.0561847686768
14,913.2494926452637
15,924.2444038391113
16,879.2531490325928
17,891.8461799621582
18,891.1852836608887
19,885.5905532836914
20,894.8121070861816
21,912.9533767700195
22,949.3880271911621
23,878.2985210418701
24,884.052038192749
25,895.4224586486816
26,896.9228267669678
27,922.0516681671143
28,958.2703113555908
29,967.5204753875732
30,901.6737937927246
31,915.7509803771973
