iteration,execution_time_ms
1,7433.979900029954
2,7362.566699972376
3,7361.663899966516
4,7397.931299987249
5,7245.400799962226
6,7302.756300021429
7,7280.085599981248
8,7464.563000015914
9,7307.854499958921
10,7295.974700013176
11,7240.485799964517
12,7302.567599981558
13,7287.665800016839
14,7351.963100023568
15,7325.047699967399
16,7270.472900010645
17,7337.6912999665365
18,7312.241000006907
19,7404.3025999562815
20,7374.089999997523
21,7385.611900012009
22,7345.7056999905035
23,7294.947599992156
24,7439.795799960848
25,7364.348500035703
26,7371.0447999765165
27,7359.784199972637
28,7371.63910001982
29,7355.7936999714
30,7233.189699996728
31,7355.304300028365
