iteration,execution_time_ms
1,7340.108899981715
2,7281.252899963874
3,7261.798999970779
4,7339.238599990495
5,7325.639999995474
6,7397.2637000260875
7,7251.771299983375
8,7282.961799995974
9,7348.4159000217915
10,7304.728799965233
11,7217.261399957351
12,7309.03840000974
13,7247.526399965864
14,7319.927200034726
15,7370.751000009477
16,7324.422399979085
17,7231.439899944235
18,7260.7999999891035
19,7288.837900036015
20,7308.642600022722
21,7322.833099984564
22,7318.126300000586
23,7382.570200017653
24,7284.621500002686
25,7312.585800013039
26,7293.241100036539
27,7284.592799958773
28,7261.231599957682
29,7375.148999970406
30,7219.0344000118785
