iteration,execution_time_ms
1,7938.634800026193
2,7817.47330003418
3,7641.102500027046
4,7579.565900028683
5,7702.246100001503
6,7633.896499988623
7,7678.746099991258
8,7563.049199990928
9,7726.558199967258
10,7553.925999964122
11,7704.003499995451
12,7544.3667999934405
13,7630.088999983855
14,7601.170100038871
15,7682.52069997834
16,7653.97360001225
17,7609.2008000123315
18,7538.9316999935545
19,7561.539099959191
20,7656.5843999851495
21,7618.429600028321
22,7660.654299950693
23,7609.573299996555
24,7503.928999998607
25,7632.353299995884
26,7759.750299970619
27,7643.317899957765
28,7695.8387000486255
29,7698.05860001361
30,7580.387199996039
31,7793.548299989197
