iteration,execution_time_ms
1,46.54216766357422
2,51.506996154785156
3,49.18813705444336
4,48.22993278503418
5,46.9365119934082
6,50.45032501220703
7,47.50418663024902
8,48.2172966003418
9,50.30393600463867
10,50.01974105834961
11,47.8358268737793
12,50.44293403625488
13,47.504425048828125
14,51.42831802368164
15,50.54211616516113
16,48.10595512390137
17,46.45681381225586
18,48.21372032165527
19,51.41949653625488
20,49.99589920043945
21,47.39260673522949
22,49.928903579711914
23,47.25050926208496
24,50.59337615966797
25,47.23334312438965
26,49.74794387817383
27,50.140380859375
28,48.65717887878418
29,50.86565017700195
30,46.57697677612305
