iteration,execution_time_ms
1,3306.4422607421875
2,3365.7619953155518
3,3310.7221126556396
4,3295.7539558410645
5,3341.6829109191895
6,3281.907796859741
7,3456.7885398864746
8,3566.46728515625
9,3338.554859161377
10,3343.4057235717773
11,3368.0474758148193
12,3365.3197288513184
13,3365.521192550659
14,3314.1326904296875
15,3422.8055477142334
16,3358.016014099121
17,3280.4369926452637
18,3387.810230255127
19,3315.528154373169
20,3433.0742359161377
21,3340.1553630828857
22,3325.458765029907
23,3389.0974521636963
24,3476.046085357666
25,3474.559783935547
26,3411.8008613586426
27,3333.6403369903564
28,3430.704355239868
29,3376.3809204101562
30,3332.0400714874268
